item_name,item_code,kind_name,kind_code,rank,rank_code,unit,day1,dpr1,day2,dpr2,day3,dpr3,day4,dpr4,day5,dpr5,day6,dpr6,day7,dpr7,date
감자,152,수미(노지)(1kg),01,상품,04,100g,당일 (10/14),"4,167",1일전 (10/13),"4,170",1주일전 (10/07),"4,197",2주일전 (09/30),"4,089",1개월전,409,1년전,312,일평년,311,2022-10-14
감자,152,수미(노지)(1kg),01,중품,05,100g,당일 (10/14),"3,676",1일전 (10/13),"3,663",1주일전 (10/07),"3,663",2주일전 (09/30),"3,660",1개월전,357,1년전,233,일평년,233,2022-10-14
쌀,111,20kg(1kg),01,상품,04,20kg,당일 (10/15),-,1일전 (10/14),"2,320",1주일전 (10/08),-,2주일전 (10/01),-,1개월전,"48,442",1년전,"53,923",일평년,"52,148",2022-10-15
쌀,111,20kg(햅쌀)(1kg),05,상품,04,20kg,당일 (10/15),-,1일전 (10/14),"2,511",1주일전 (10/08),-,2주일전 (10/01),-,1개월전,"48,442",1년전,"57,485",일평년,"54,695",2022-10-15
고구마,151,밤(1kg),00,상품,04,1kg,당일 (10/15),-,1일전 (10/14),"5,121",1주일전 (10/08),-,2주일전 (10/01),-,1개월전,"5,428",1년전,"5,543",일평년,"5,246",2022-10-15
고구마,151,밤(1kg),00,중품,05,1kg,당일 (10/15),-,1일전 (10/14),"4,108",1주일전 (10/08),-,2주일전 (10/01),-,1개월전,"4,309",1년전,"4,481",일평년,"4,280",2022-10-15
감자,152,수미(노지)(1kg),01,상품,04,100g,당일 (10/15),-,1일전 (10/14),"4,167",1주일전 (10/08),-,2주일전 (10/01),-,1개월전,409,1년전,312,일평년,311,2022-10-15
감자,152,수미(노지)(1kg),01,중품,05,100g,당일 (10/15),-,1일전 (10/14),"3,676",1주일전 (10/08),-,2주일전 (10/01),-,1개월전,357,1년전,233,일평년,233,2022-10-15
쌀,111,20kg(1kg),01,상품,04,20kg,당일 (10/17),"2,394",1일전 (10/16),-,1주일전 (10/10),-,2주일전 (10/03),-,1개월전,"48,442",1년전,"53,923",일평년,"52,148",2022-10-17
쌀,111,20kg(햅쌀)(1kg),05,상품,04,20kg,당일 (10/17),"2,511",1일전 (10/16),-,1주일전 (10/10),-,2주일전 (10/03),-,1개월전,"48,442",1년전,"57,485",일평년,"54,695",2022-10-17
고구마,151,밤(1kg),00,상품,04,1kg,당일 (10/17),"5,145",1일전 (10/16),-,1주일전 (10/10),-,2주일전 (10/03),-,1개월전,"5,428",1년전,"5,543",일평년,"5,246",2022-10-17
고구마,151,밤(1kg),00,중품,05,1kg,당일 (10/17),"4,130",1일전 (10/16),-,1주일전 (10/10),-,2주일전 (10/03),-,1개월전,"4,309",1년전,"4,481",일평년,"4,280",2022-10-17
감자,152,수미(노지)(1kg),01,상품,04,100g,당일 (10/17),"4,184",1일전 (10/16),-,1주일전 (10/10),-,2주일전 (10/03),-,1개월전,409,1년전,312,일평년,311,2022-10-17
감자,152,수미(노지)(1kg),01,중품,05,100g,당일 (10/17),"3,663",1일전 (10/16),-,1주일전 (10/10),-,2주일전 (10/03),-,1개월전,357,1년전,233,일평년,233,2022-10-17
쌀,111,20kg(1kg),01,상품,04,20kg,당일 (10/18),"2,378",1일전 (10/17),"2,394",1주일전 (10/11),"2,339",2주일전 (10/04),"2,389",1개월전,"48,442",1년전,"53,923",일평년,"52,148",2022-10-18
쌀,111,20kg(햅쌀)(1kg),05,상품,04,20kg,당일 (10/18),"2,518",1일전 (10/17),"2,511",1주일전 (10/11),"2,500",2주일전 (10/04),"2,531",1개월전,"48,442",1년전,"57,485",일평년,"54,695",2022-10-18
고구마,151,밤(1kg),00,상품,04,1kg,당일 (10/18),"5,145",1일전 (10/17),"5,145",1주일전 (10/11),"5,358",2주일전 (10/04),"5,510",1개월전,"5,428",1년전,"5,543",일평년,"5,246",2022-10-18
고구마,151,밤(1kg),00,중품,05,1kg,당일 (10/18),"4,130",1일전 (10/17),"4,130",1주일전 (10/11),"4,188",2주일전 (10/04),"4,213",1개월전,"4,309",1년전,"4,481",일평년,"4,280",2022-10-18
감자,152,수미(노지)(1kg),01,상품,04,100g,당일 (10/18),"4,184",1일전 (10/17),"4,184",1주일전 (10/11),"4,195",2주일전 (10/04),"4,062",1개월전,409,1년전,312,일평년,311,2022-10-18
감자,152,수미(노지)(1kg),01,중품,05,100g,당일 (10/18),"3,647",1일전 (10/17),"3,663",1주일전 (10/11),"3,648",2주일전 (10/04),"3,655",1개월전,357,1년전,233,일평년,233,2022-10-18
쌀,111,20kg(1kg),01,상품,04,20kg,당일 (10/19),"2,376",1일전 (10/18),"2,378",1주일전 (10/12),"2,339",2주일전 (10/05),"2,396",1개월전,"48,442",1년전,"53,923",일평년,"52,148",2022-10-19
쌀,111,20kg(햅쌀)(1kg),05,상품,04,20kg,당일 (10/19),"2,534",1일전 (10/18),"2,518",1주일전 (10/12),"2,472",2주일전 (10/05),"2,523",1개월전,"48,442",1년전,"57,485",일평년,"54,695",2022-10-19
고구마,151,밤(1kg),00,상품,04,1kg,당일 (10/19),"5,137",1일전 (10/18),"5,145",1주일전 (10/12),"5,308",2주일전 (10/05),"5,511",1개월전,"5,428",1년전,"5,543",일평년,"5,246",2022-10-19
고구마,151,밤(1kg),00,중품,05,1kg,당일 (10/19),"4,100",1일전 (10/18),"4,130",1주일전 (10/12),"4,130",2주일전 (10/05),"4,198",1개월전,"4,309",1년전,"4,481",일평년,"4,280",2022-10-19
감자,152,수미(노지)(1kg),01,상품,04,100g,당일 (10/19),"4,181",1일전 (10/18),"4,184",1주일전 (10/12),"4,173",2주일전 (10/05),"4,059",1개월전,409,1년전,312,일평년,311,2022-10-19
감자,152,수미(노지)(1kg),01,중품,05,100g,당일 (10/19),"3,610",1일전 (10/18),"3,647",1주일전 (10/12),"3,660",2주일전 (10/05),"3,667",1개월전,357,1년전,233,일평년,233,2022-10-19
쌀,111,20kg(1kg),01,상품,04,20kg,당일 (10/20),"2,498",1일전 (10/19),"2,376",1주일전 (10/13),"2,320",2주일전 (10/06),"2,304",1개월전,"48,442",1년전,"53,923",일평년,"52,148",2022-10-20
쌀,111,20kg(햅쌀)(1kg),05,상품,04,20kg,당일 (10/20),"2,522",1일전 (10/19),"2,534",1주일전 (10/13),"2,518",2주일전 (10/06),"2,513",1개월전,"48,442",1년전,"57,485",일평년,"54,695",2022-10-20
고구마,151,밤(1kg),00,상품,04,1kg,당일 (10/20),"5,019",1일전 (10/19),"5,137",1주일전 (10/13),"5,148",2주일전 (10/06),"5,410",1개월전,"5,428",1년전,"5,543",일평년,"5,246",2022-10-20
고구마,151,밤(1kg),00,중품,05,1kg,당일 (10/20),"4,100",1일전 (10/19),"4,100",1주일전 (10/13),"4,130",2주일전 (10/06),"4,198",1개월전,"4,309",1년전,"4,481",일평년,"4,280",2022-10-20
감자,152,수미(노지)(1kg),01,상품,04,100g,당일 (10/20),"4,210",1일전 (10/19),"4,181",1주일전 (10/13),"4,170",2주일전 (10/06),"4,203",1개월전,409,1년전,312,일평년,311,2022-10-20
감자,152,수미(노지)(1kg),01,중품,05,100g,당일 (10/20),"3,629",1일전 (10/19),"3,610",1주일전 (10/13),"3,663",2주일전 (10/06),"3,670",1개월전,357,1년전,233,일평년,233,2022-10-20
쌀,111,20kg(1kg),01,상품,04,20kg,당일 (10/21),"2,509",1일전 (10/20),"2,498",1주일전 (10/14),"2,320",2주일전 (10/07),"2,299",1개월전,"49,401",1년전,"53,903",일평년,"52,620",2022-10-21
쌀,111,20kg(햅쌀)(1kg),05,상품,04,20kg,당일 (10/21),"2,536",1일전 (10/20),"2,522",1주일전 (10/14),"2,511",2주일전 (10/07),"2,505",1개월전,"49,401",1년전,"55,871",일평년,"53,834",2022-10-21
고구마,151,밤(1kg),00,상품,04,1kg,당일 (10/21),"4,994",1일전 (10/20),"5,019",1주일전 (10/14),"5,121",2주일전 (10/07),"5,387",1개월전,"5,586",1년전,"5,703",일평년,"5,207",2022-10-21
고구마,151,밤(1kg),00,중품,05,1kg,당일 (10/21),"4,100",1일전 (10/20),"4,100",1주일전 (10/14),"4,108",2주일전 (10/07),"4,198",1개월전,"4,257",1년전,"4,481",일평년,"4,206",2022-10-21
감자,152,수미(노지)(1kg),01,상품,04,100g,당일 (10/21),"4,210",1일전 (10/20),"4,210",1주일전 (10/14),"4,167",2주일전 (10/07),"4,197",1개월전,404,1년전,310,일평년,313,2022-10-21
감자,152,수미(노지)(1kg),01,중품,05,100g,당일 (10/21),"3,652",1일전 (10/20),"3,629",1주일전 (10/14),"3,676",2주일전 (10/07),"3,663",1개월전,362,1년전,227,일평년,229,2022-10-21
쌀,111,20kg(1kg),01,상품,04,20kg,당일 (10/22),-,1일전 (10/21),"2,509",1주일전 (10/15),-,2주일전 (10/08),-,1개월전,"49,401",1년전,"53,903",일평년,"52,620",2022-10-22
쌀,111,20kg(햅쌀)(1kg),05,상품,04,20kg,당일 (10/22),-,1일전 (10/21),"2,536",1주일전 (10/15),-,2주일전 (10/08),-,1개월전,"49,401",1년전,"55,871",일평년,"53,834",2022-10-22
고구마,151,밤(1kg),00,상품,04,1kg,당일 (10/22),-,1일전 (10/21),"4,994",1주일전 (10/15),-,2주일전 (10/08),-,1개월전,"5,586",1년전,"5,703",일평년,"5,207",2022-10-22
고구마,151,밤(1kg),00,중품,05,1kg,당일 (10/22),-,1일전 (10/21),"4,100",1주일전 (10/15),-,2주일전 (10/08),-,1개월전,"4,257",1년전,"4,481",일평년,"4,206",2022-10-22
감자,152,수미(노지)(1kg),01,상품,04,100g,당일 (10/22),-,1일전 (10/21),"4,210",1주일전 (10/15),-,2주일전 (10/08),-,1개월전,404,1년전,310,일평년,313,2022-10-22
감자,152,수미(노지)(1kg),01,중품,05,100g,당일 (10/22),-,1일전 (10/21),"3,652",1주일전 (10/15),-,2주일전 (10/08),-,1개월전,362,1년전,227,일평년,229,2022-10-22
쌀,111,20kg(1kg),01,상품,04,20kg,당일 (10/24),"2,373",1일전 (10/23),-,1주일전 (10/17),"2,394",2주일전 (10/10),-,1개월전,"49,401",1년전,"53,903",일평년,"52,620",2022-10-24
쌀,111,20kg(햅쌀)(1kg),05,상품,04,20kg,당일 (10/24),"2,558",1일전 (10/23),-,1주일전 (10/17),"2,511",2주일전 (10/10),-,1개월전,"49,401",1년전,"55,871",일평년,"53,834",2022-10-24
고구마,151,밤(1kg),00,상품,04,1kg,당일 (10/24),"4,966",1일전 (10/23),-,1주일전 (10/17),"5,145",2주일전 (10/10),-,1개월전,"5,586",1년전,"5,703",일평년,"5,207",2022-10-24
고구마,151,밤(1kg),00,중품,05,1kg,당일 (10/24),"4,100",1일전 (10/23),-,1주일전 (10/17),"4,130",2주일전 (10/10),-,1개월전,"4,257",1년전,"4,481",일평년,"4,206",2022-10-24
감자,152,수미(노지)(1kg),01,상품,04,100g,당일 (10/24),"4,231",1일전 (10/23),-,1주일전 (10/17),"4,184",2주일전 (10/10),-,1개월전,404,1년전,310,일평년,313,2022-10-24
감자,152,수미(노지)(1kg),01,중품,05,100g,당일 (10/24),"3,600",1일전 (10/23),-,1주일전 (10/17),"3,663",2주일전 (10/10),-,1개월전,362,1년전,227,일평년,229,2022-10-24
쌀,111,20kg(1kg),01,상품,04,20kg,당일 (10/25),"2,399",1일전 (10/24),"2,373",1주일전 (10/18),"2,378",2주일전 (10/11),"2,339",1개월전,"49,401",1년전,"53,903",일평년,"52,620",2022-10-25
쌀,111,20kg(햅쌀)(1kg),05,상품,04,20kg,당일 (10/25),"2,561",1일전 (10/24),"2,558",1주일전 (10/18),"2,518",2주일전 (10/11),"2,500",1개월전,"49,401",1년전,"55,871",일평년,"53,834",2022-10-25
고구마,151,밤(1kg),00,상품,04,1kg,당일 (10/25),"4,876",1일전 (10/24),"4,966",1주일전 (10/18),"5,145",2주일전 (10/11),"5,358",1개월전,"5,586",1년전,"5,703",일평년,"5,207",2022-10-25
고구마,151,밤(1kg),00,중품,05,1kg,당일 (10/25),"4,153",1일전 (10/24),"4,100",1주일전 (10/18),"4,130",2주일전 (10/11),"4,188",1개월전,"4,257",1년전,"4,481",일평년,"4,206",2022-10-25
감자,152,수미(노지)(1kg),01,상품,04,100g,당일 (10/25),"4,228",1일전 (10/24),"4,231",1주일전 (10/18),"4,184",2주일전 (10/11),"4,195",1개월전,404,1년전,310,일평년,313,2022-10-25
감자,152,수미(노지)(1kg),01,중품,05,100g,당일 (10/25),"3,554",1일전 (10/24),"3,600",1주일전 (10/18),"3,647",2주일전 (10/11),"3,648",1개월전,362,1년전,227,일평년,229,2022-10-25
쌀,111,20kg(1kg),01,상품,04,20kg,당일 (10/26),"2,567",1일전 (10/25),"2,399",1주일전 (10/19),"2,376",2주일전 (10/12),"2,339",1개월전,"49,401",1년전,"53,903",일평년,"52,620",2022-10-26
쌀,111,20kg(햅쌀)(1kg),05,상품,04,20kg,당일 (10/26),-,1일전 (10/25),"2,561",1주일전 (10/19),"2,534",2주일전 (10/12),"2,472",1개월전,"49,401",1년전,"55,871",일평년,"53,834",2022-10-26
고구마,151,밤(1kg),00,상품,04,1kg,당일 (10/26),"4,876",1일전 (10/25),"4,876",1주일전 (10/19),"5,137",2주일전 (10/12),"5,308",1개월전,"5,586",1년전,"5,703",일평년,"5,207",2022-10-26
고구마,151,밤(1kg),00,중품,05,1kg,당일 (10/26),"4,153",1일전 (10/25),"4,153",1주일전 (10/19),"4,100",2주일전 (10/12),"4,130",1개월전,"4,257",1년전,"4,481",일평년,"4,206",2022-10-26
감자,152,수미(노지)(1kg),01,상품,04,100g,당일 (10/26),"4,203",1일전 (10/25),"4,228",1주일전 (10/19),"4,181",2주일전 (10/12),"4,173",1개월전,404,1년전,310,일평년,313,2022-10-26
감자,152,수미(노지)(1kg),01,중품,05,100g,당일 (10/26),"3,554",1일전 (10/25),"3,554",1주일전 (10/19),"3,610",2주일전 (10/12),"3,660",1개월전,362,1년전,227,일평년,229,2022-10-26
쌀,111,20kg(1kg),01,상품,04,20kg,당일 (10/27),"2,651",1일전 (10/26),"2,567",1주일전 (10/20),"2,498",2주일전 (10/13),"2,320",1개월전,"49,401",1년전,"53,903",일평년,"52,620",2022-10-27
쌀,111,20kg(햅쌀)(1kg),05,상품,04,20kg,당일 (10/27),-,1일전 (10/26),-,1주일전 (10/20),"2,522",2주일전 (10/13),"2,518",1개월전,"49,401",1년전,"55,871",일평년,"53,834",2022-10-27
고구마,151,밤(1kg),00,상품,04,1kg,당일 (10/27),"4,995",1일전 (10/26),"4,876",1주일전 (10/20),"5,019",2주일전 (10/13),"5,148",1개월전,"5,586",1년전,"5,703",일평년,"5,207",2022-10-27
고구마,151,밤(1kg),00,중품,05,1kg,당일 (10/27),"4,153",1일전 (10/26),"4,153",1주일전 (10/20),"4,100",2주일전 (10/13),"4,130",1개월전,"4,257",1년전,"4,481",일평년,"4,206",2022-10-27
감자,152,수미(노지)(1kg),01,상품,04,100g,당일 (10/27),"4,193",1일전 (10/26),"4,203",1주일전 (10/20),"4,210",2주일전 (10/13),"4,170",1개월전,404,1년전,310,일평년,313,2022-10-27
감자,152,수미(노지)(1kg),01,중품,05,100g,당일 (10/27),"3,509",1일전 (10/26),"3,554",1주일전 (10/20),"3,629",2주일전 (10/13),"3,663",1개월전,362,1년전,227,일평년,229,2022-10-27
쌀,111,20kg(1kg),01,상품,04,20kg,당일 (10/28),"2,654",1일전 (10/27),"2,651",1주일전 (10/21),"2,509",2주일전 (10/14),"2,320",1개월전,"49,401",1년전,"53,903",일평년,"52,620",2022-10-28
쌀,111,20kg(햅쌀)(1kg),05,상품,04,20kg,당일 (10/28),-,1일전 (10/27),-,1주일전 (10/21),"2,536",2주일전 (10/14),"2,511",1개월전,"49,401",1년전,"55,871",일평년,"53,834",2022-10-28
고구마,151,밤(1kg),00,상품,04,1kg,당일 (10/28),"4,923",1일전 (10/27),"4,995",1주일전 (10/21),"4,994",2주일전 (10/14),"5,121",1개월전,"5,586",1년전,"5,703",일평년,"5,207",2022-10-28
고구마,151,밤(1kg),00,중품,05,1kg,당일 (10/28),"4,153",1일전 (10/27),"4,153",1주일전 (10/21),"4,100",2주일전 (10/14),"4,108",1개월전,"4,257",1년전,"4,481",일평년,"4,206",2022-10-28
감자,152,수미(노지)(1kg),01,상품,04,100g,당일 (10/28),"4,225",1일전 (10/27),"4,193",1주일전 (10/21),"4,210",2주일전 (10/14),"4,167",1개월전,404,1년전,310,일평년,313,2022-10-28
감자,152,수미(노지)(1kg),01,중품,05,100g,당일 (10/28),"3,535",1일전 (10/27),"3,509",1주일전 (10/21),"3,652",2주일전 (10/14),"3,676",1개월전,362,1년전,227,일평년,229,2022-10-28
쌀,111,20kg(1kg),01,상품,04,20kg,당일 (10/29),-,1일전 (10/28),"2,654",1주일전 (10/22),-,2주일전 (10/15),-,1개월전,"49,401",1년전,"53,903",일평년,"52,620",2022-10-29
고구마,151,밤(1kg),00,상품,04,1kg,당일 (10/29),-,1일전 (10/28),"4,923",1주일전 (10/22),-,2주일전 (10/15),-,1개월전,"5,586",1년전,"5,703",일평년,"5,207",2022-10-29
고구마,151,밤(1kg),00,중품,05,1kg,당일 (10/29),-,1일전 (10/28),"4,153",1주일전 (10/22),-,2주일전 (10/15),-,1개월전,"4,257",1년전,"4,481",일평년,"4,206",2022-10-29
감자,152,수미(노지)(1kg),01,상품,04,100g,당일 (10/29),-,1일전 (10/28),"4,225",1주일전 (10/22),-,2주일전 (10/15),-,1개월전,404,1년전,310,일평년,313,2022-10-29
감자,152,수미(노지)(1kg),01,중품,05,100g,당일 (10/29),-,1일전 (10/28),"3,535",1주일전 (10/22),-,2주일전 (10/15),-,1개월전,362,1년전,227,일평년,229,2022-10-29
쌀,111,20kg(1kg),01,상품,04,20kg,당일 (10/31),"2,659",1일전 (10/30),-,1주일전 (10/24),"2,373",2주일전 (10/17),"2,394",1개월전,"49,401",1년전,"53,903",일평년,"52,620",2022-10-31
쌀,111,20kg(햅쌀)(1kg),05,상품,04,20kg,당일 (10/31),-,1일전 (10/30),-,1주일전 (10/24),"2,558",2주일전 (10/17),"2,511",1개월전,"49,401",1년전,"55,871",일평년,"53,834",2022-10-31
고구마,151,밤(1kg),00,상품,04,1kg,당일 (10/31),"4,941",1일전 (10/30),-,1주일전 (10/24),"4,966",2주일전 (10/17),"5,145",1개월전,"5,586",1년전,"5,703",일평년,"5,207",2022-10-31
고구마,151,밤(1kg),00,중품,05,1kg,당일 (10/31),"4,120",1일전 (10/30),-,1주일전 (10/24),"4,100",2주일전 (10/17),"4,130",1개월전,"4,257",1년전,"4,481",일평년,"4,206",2022-10-31
감자,152,수미(노지)(1kg),01,상품,04,100g,당일 (10/31),"4,223",1일전 (10/30),-,1주일전 (10/24),"4,231",2주일전 (10/17),"4,184",1개월전,404,1년전,310,일평년,313,2022-10-31
감자,152,수미(노지)(1kg),01,중품,05,100g,당일 (10/31),"3,513",1일전 (10/30),-,1주일전 (10/24),"3,600",2주일전 (10/17),"3,663",1개월전,362,1년전,227,일평년,229,2022-10-31
쌀,111,20kg(1kg),01,상품,04,20kg,당일 (11/01),"2,660",1일전 (10/31),"2,659",1주일전 (10/25),"2,399",2주일전 (10/18),"2,378",1개월전,"48,653",1년전,"55,476",일평년,"53,389",2022-11-01
쌀,111,20kg(햅쌀)(1kg),05,상품,04,20kg,당일 (11/01),-,1일전 (10/31),-,1주일전 (10/25),"2,561",2주일전 (10/18),"2,518",1개월전,"48,653",1년전,-,일평년,-,2022-11-01
고구마,151,밤(1kg),00,상품,04,1kg,당일 (11/01),"4,926",1일전 (10/31),"4,941",1주일전 (10/25),"4,876",2주일전 (10/18),"5,145",1개월전,"5,454",1년전,"5,400",일평년,"5,018",2022-11-01
고구마,151,밤(1kg),00,중품,05,1kg,당일 (11/01),"4,120",1일전 (10/31),"4,120",1주일전 (10/25),"4,153",2주일전 (10/18),"4,130",1개월전,"4,202",1년전,"4,436",일평년,"4,193",2022-11-01
감자,152,수미(노지)(1kg),01,상품,04,100g,당일 (11/01),"4,223",1일전 (10/31),"4,223",1주일전 (10/25),"4,228",2주일전 (10/18),"4,184",1개월전,413,1년전,313,일평년,317,2022-11-01
감자,152,수미(노지)(1kg),01,중품,05,100g,당일 (11/01),"3,513",1일전 (10/31),"3,513",1주일전 (10/25),"3,554",2주일전 (10/18),"3,647",1개월전,366,1년전,235,일평년,235,2022-11-01
쌀,111,20kg(1kg),01,상품,04,20kg,당일 (11/02),"2,660",1일전 (11/01),"2,660",1주일전 (10/26),"2,567",2주일전 (10/19),"2,376",1개월전,"48,653",1년전,"55,476",일평년,"53,389",2022-11-02
쌀,111,20kg(햅쌀)(1kg),05,상품,04,20kg,당일 (11/02),-,1일전 (11/01),-,1주일전 (10/26),-,2주일전 (10/19),"2,534",1개월전,"48,653",1년전,-,일평년,-,2022-11-02
고구마,151,밤(1kg),00,상품,04,1kg,당일 (11/02),"4,926",1일전 (11/01),"4,926",1주일전 (10/26),"4,876",2주일전 (10/19),"5,137",1개월전,"5,454",1년전,"5,400",일평년,"5,018",2022-11-02
고구마,151,밤(1kg),00,중품,05,1kg,당일 (11/02),"4,120",1일전 (11/01),"4,120",1주일전 (10/26),"4,153",2주일전 (10/19),"4,100",1개월전,"4,202",1년전,"4,436",일평년,"4,193",2022-11-02
감자,152,수미(노지)(1kg),01,상품,04,100g,당일 (11/02),"4,238",1일전 (11/01),"4,223",1주일전 (10/26),"4,203",2주일전 (10/19),"4,181",1개월전,413,1년전,313,일평년,317,2022-11-02
감자,152,수미(노지)(1kg),01,중품,05,100g,당일 (11/02),"3,546",1일전 (11/01),"3,513",1주일전 (10/26),"3,554",2주일전 (10/19),"3,610",1개월전,366,1년전,235,일평년,235,2022-11-02
쌀,111,20kg(1kg),01,상품,04,20kg,당일 (11/03),"2,644",1일전 (11/02),"2,660",1주일전 (10/27),"2,651",2주일전 (10/20),"2,498",1개월전,"48,653",1년전,"55,476",일평년,"53,389",2022-11-03
쌀,111,20kg(햅쌀)(1kg),05,상품,04,20kg,당일 (11/03),-,1일전 (11/02),-,1주일전 (10/27),-,2주일전 (10/20),"2,522",1개월전,"48,653",1년전,-,일평년,-,2022-11-03
고구마,151,밤(1kg),00,상품,04,1kg,당일 (11/03),"5,323",1일전 (11/02),"4,926",1주일전 (10/27),"4,995",2주일전 (10/20),"5,019",1개월전,"5,454",1년전,"5,400",일평년,"5,018",2022-11-03
고구마,151,밤(1kg),00,중품,05,1kg,당일 (11/03),"4,120",1일전 (11/02),"4,120",1주일전 (10/27),"4,153",2주일전 (10/20),"4,100",1개월전,"4,202",1년전,"4,436",일평년,"4,193",2022-11-03
감자,152,수미(노지)(1kg),01,상품,04,100g,당일 (11/03),"4,163",1일전 (11/02),"4,238",1주일전 (10/27),"4,193",2주일전 (10/20),"4,210",1개월전,413,1년전,313,일평년,317,2022-11-03
감자,152,수미(노지)(1kg),01,중품,05,100g,당일 (11/03),"3,535",1일전 (11/02),"3,546",1주일전 (10/27),"3,509",2주일전 (10/20),"3,629",1개월전,366,1년전,235,일평년,235,2022-11-03
쌀,111,20kg(1kg),01,상품,04,20kg,당일 (11/04),"2,643",1일전 (11/03),"2,644",1주일전 (10/28),"2,654",2주일전 (10/21),"2,509",1개월전,"48,653",1년전,"55,476",일평년,"53,389",2022-11-04
쌀,111,20kg(햅쌀)(1kg),05,상품,04,20kg,당일 (11/04),-,1일전 (11/03),-,1주일전 (10/28),-,2주일전 (10/21),"2,536",1개월전,"48,653",1년전,-,일평년,-,2022-11-04
고구마,151,밤(1kg),00,상품,04,1kg,당일 (11/04),"5,278",1일전 (11/03),"5,323",1주일전 (10/28),"4,923",2주일전 (10/21),"4,994",1개월전,"5,454",1년전,"5,400",일평년,"5,018",2022-11-04
고구마,151,밤(1kg),00,중품,05,1kg,당일 (11/04),"4,120",1일전 (11/03),"4,120",1주일전 (10/28),"4,153",2주일전 (10/21),"4,100",1개월전,"4,202",1년전,"4,436",일평년,"4,193",2022-11-04
감자,152,수미(노지)(1kg),01,상품,04,100g,당일 (11/04),"4,160",1일전 (11/03),"4,163",1주일전 (10/28),"4,225",2주일전 (10/21),"4,210",1개월전,413,1년전,313,일평년,317,2022-11-04
감자,152,수미(노지)(1kg),01,중품,05,100g,당일 (11/04),"3,509",1일전 (11/03),"3,535",1주일전 (10/28),"3,535",2주일전 (10/21),"3,652",1개월전,366,1년전,235,일평년,235,2022-11-04
쌀,111,20kg(1kg),01,상품,04,20kg,당일 (11/05),-,1일전 (11/04),"2,643",1주일전 (10/29),-,2주일전 (10/22),-,1개월전,"48,653",1년전,"55,476",일평년,"53,389",2022-11-05
고구마,151,밤(1kg),00,상품,04,1kg,당일 (11/05),-,1일전 (11/04),"5,278",1주일전 (10/29),-,2주일전 (10/22),-,1개월전,"5,454",1년전,"5,400",일평년,"5,018",2022-11-05
고구마,151,밤(1kg),00,중품,05,1kg,당일 (11/05),-,1일전 (11/04),"4,120",1주일전 (10/29),-,2주일전 (10/22),-,1개월전,"4,202",1년전,"4,436",일평년,"4,193",2022-11-05
감자,152,수미(노지)(1kg),01,상품,04,100g,당일 (11/05),-,1일전 (11/04),"4,160",1주일전 (10/29),-,2주일전 (10/22),-,1개월전,413,1년전,313,일평년,317,2022-11-05
감자,152,수미(노지)(1kg),01,중품,05,100g,당일 (11/05),-,1일전 (11/04),"3,509",1주일전 (10/29),-,2주일전 (10/22),-,1개월전,366,1년전,235,일평년,235,2022-11-05
쌀,111,20kg(1kg),01,상품,04,20kg,당일 (11/07),"2,664",1일전 (11/06),-,1주일전 (10/31),"2,659",2주일전 (10/24),"2,373",1개월전,"48,653",1년전,"55,476",일평년,"53,389",2022-11-07
쌀,111,20kg(햅쌀)(1kg),05,상품,04,20kg,당일 (11/07),-,1일전 (11/06),-,1주일전 (10/31),-,2주일전 (10/24),"2,558",1개월전,"48,653",1년전,-,일평년,-,2022-11-07
고구마,151,밤(1kg),00,상품,04,1kg,당일 (11/07),"5,190",1일전 (11/06),-,1주일전 (10/31),"4,941",2주일전 (10/24),"4,966",1개월전,"5,454",1년전,"5,400",일평년,"5,018",2022-11-07
고구마,151,밤(1kg),00,중품,05,1kg,당일 (11/07),"4,103",1일전 (11/06),-,1주일전 (10/31),"4,120",2주일전 (10/24),"4,100",1개월전,"4,202",1년전,"4,436",일평년,"4,193",2022-11-07
감자,152,수미(노지)(1kg),01,상품,04,100g,당일 (11/07),"4,160",1일전 (11/06),-,1주일전 (10/31),"4,223",2주일전 (10/24),"4,231",1개월전,413,1년전,313,일평년,317,2022-11-07
감자,152,수미(노지)(1kg),01,중품,05,100g,당일 (11/07),"3,518",1일전 (11/06),-,1주일전 (10/31),"3,513",2주일전 (10/24),"3,600",1개월전,366,1년전,235,일평년,235,2022-11-07
쌀,111,20kg(1kg),01,상품,04,20kg,당일 (11/08),"2,659",1일전 (11/07),"2,664",1주일전 (11/01),"2,660",2주일전 (10/25),"2,399",1개월전,"48,653",1년전,"55,476",일평년,"53,389",2022-11-08
쌀,111,20kg(햅쌀)(1kg),05,상품,04,20kg,당일 (11/08),-,1일전 (11/07),-,1주일전 (11/01),-,2주일전 (10/25),"2,561",1개월전,"48,653",1년전,-,일평년,-,2022-11-08
고구마,151,밤(1kg),00,상품,04,1kg,당일 (11/08),"5,228",1일전 (11/07),"5,190",1주일전 (11/01),"4,926",2주일전 (10/25),"4,876",1개월전,"5,454",1년전,"5,400",일평년,"5,018",2022-11-08
고구마,151,밤(1kg),00,중품,05,1kg,당일 (11/08),"4,103",1일전 (11/07),"4,103",1주일전 (11/01),"4,120",2주일전 (10/25),"4,153",1개월전,"4,202",1년전,"4,436",일평년,"4,193",2022-11-08
